Region,Node Name,Uplink,Trunk,OM,SIP,HSI,IPOE,H248,RTP,AG1,AG2,Auth IP,UnAuth IP,HSI AGG,HSI Interface,BNG,BNG Port,HSI VSI,SIP IP,SIP AGG,SIP Interface,SIP VSI
MIN,CBD_001_GPONA_02,POB9CABADAGN_TDCAN_T980C_01_MIN21,Eth-Trunk8||GE0/6/0(10G),734,2107,2108,400,-,-,10.175.0.41,10.175.0.40,10.249.8.0/21,10.101.218.0/23,BTN-FMAGG-002-MIN1347,100GE2/0/4.2108,BTN_BTN_CGN_001_IPOE,ET-11/1/2,HSI-90002108,10.131.192.0/19,ALWANA-FMAGG-001-MIN1092,VE1/0/0.2107,SIP-90002107
MIN,CBD_902_GPONA_01,CBD_902-MIN1918-ATN910C-01,Eth-Trunk4||GE0/2/4(10G),733,4075,4076,400,-,-,10.175.0.41,10.175.0.40,10.57.192.0/22,10.74.112.0/24,BTN-FMAGG-002-MIN1347,100GE2/0/5.4076,BTN_BTN_CGN_002_IPOE,ET-11/1/2,HSI-90004076,100.127.16.0/20,ALWANA-FMAGG-001-MIN1092,VE1/0/0.4075,SIP-90004075
MIN,CBD_902_VDB_01,CBD_902-MIN1918-ATN910C-01,Eth-Trunk3||GE0/2/12|GE0/2/13,666,3591,687,852,605,606,10.175.0.41,10.175.0.40,-,-,ALWANA-FMAGG-002-MIN1092,100GE1/1/17.687,CDO_CDO_BNG_002,ET-10/3/0,HSI-90000687,100.102.136.0/21,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3591,SIP-90003591
MIN,CDO_004_GPONA_01,CDO-MIN1092-AGGFN-X8-01,Eth-Trunk5||GE2/0/2(10G)|GE2/0/11(10G),437,436,438,400,-,-,-,-,100.97.16.0/21,100.113.244.0/23,-,-,-,-,-,100.119.112.0/21,ALWANA-FMAGG-002-MIN1092,VE1/0/0.436,SIP-436
MIN,CDO_004_GPONA_02,KAUSWA-MIN14-TRS_DC_AG-R1-01,Eth-Trunk17||GE3/0/10(10G),733,3263,3752,400,-,-,-,-,100.103.128.0/22,100.122.32.0/24,ALWANA-FMAGG-002-MIN1092,100GE1/1/17.3752,CDO_CDO_BNG_002,ET-10/3/0,HSI-90003752,100.67.64.0/20,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3263,SIP-90003263
MIN,CDO_005_GPONA_01,CDO-MIN1092-AGGFN-X8-01,Eth-Trunk11||GE2/0/3(10G)|GE2/1/5(10G),443,"442
3543",444,400,-,-,-,-,100.96.224.0/20,100.113.232.0/22,DAVCLS-FMAGG-002-MIN2031,100GE1/1/2.444,DVO_DVO_CGN_002_IPOE,ET-11/0/2,HSI-444,"100.110.168.0/21
100.100.128.0/21","ALWANA-FMAGG-002-MIN1092
ALWANA-FMAGG-001-MIN1092","VE1/0/0.442
VE1/0/0.3543","SIP-442
SIP-90003543"
MIN,CDO_006_GPONA_01,XAVIER_TDCAN_T980C_01_MIN1153,Eth-Trunk1||GE0/3/1(10G),3230,705,3241,400,-,-,10.175.0.7,10.175.0.8,100.104.60.0/22,100.124.15.0/24,-,-,-,-,-,100.103.128.0/21,ALWANA-FMAGG-001-MIN1092,VE1/0/0.705,SIP-90000705
MIN,CDO_007_GPONA_01,CAGAYA-MIN812-TRS_DC_AG-R1-01,GigabitEthernet4/0/4,3230,3550,3563,400,-,-,-,-,10.45.76.0/22,10.190.211.0/24,DAVCLS-FMAGG-002-MIN2031,100GE1/1/2.3563,DVO_DVO_CGN_002_IPOE,ET-11/0/2,HSI-90003563,100.100.0.0/20,ALWANA-FMAGG-002-MIN1092,VE1/0/0.3550,SIP-90003550
MIN,CDO_009_GPONA_01,CGNMKT-MIN338-TRS_DC_MAN-R1R1_L73LTE-01,Eth-Trunk1||GE0/2/0|GE0/2/1,3230,3550,3563,400,-,-,10.175.0.5,10.175.0.9,10.45.100.0/22,10.190.217.0/24,DAVCLS-FMAGG-002-MIN2031,100GE1/1/2.3563,DVO_DVO_CGN_002_IPOE,ET-11/0/2,HSI-90003563,100.100.0.0/20,ALWANA-FMAGG-002-MIN1092,VE1/0/0.3550,SIP-90003550
MIN,CDO_010_GPONA_01,BALULA_TDCAN_T950D_01_MIN807,Eth-Trunk8||GE0/3/2(10G),3230,3550,3563,400,-,-,10.175.0.7,10.175.0.9,100.103.132.0/22,100.122.33.0/24,DAVCLS-FMAGG-002-MIN2031,100GE1/1/2.3563,DVO_DVO_CGN_002_IPOE,ET-11/0/2,HSI-90003563,100.100.0.0/20,ALWANA-FMAGG-002-MIN1092,VE1/0/0.3550,SIP-90003550
MIN,CDO_010_GPONA_02,BALULA_TDCAN_T950D_01_MIN807,Eth-Trunk9||GE0/3/3(10G),611,3522,3563,400,-,-,10.175.0.7,10.175.0.9,100.103.136.0/22,100.122.34.0/24,DAVCLS-FMAGG-002-MIN2031,100GE1/1/2.3563,DVO_DVO_CGN_002_IPOE,ET-11/0/2,HSI-90003563,100.101.0.0/20,ALWANA-FMAGG-002-MIN1092,VE1/0/0.3522,SIP-90003522
MIN,CDO_011_GPONA_01,GCHCDO_TDCAN_T980C_01_MIN656,Eth-Trunk7||GE0/3/1(10G),3230,3543,3564,400,-,-,10.175.0.9,10.175.0.3,10.45.116.0/22,10.190.221.0/24,-,-,-,-,-,100.100.128.0/21,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3543,SIP-90003543
MIN,CDO_012_GPONA_01,PUNTOD2_TDCAN_T980C_01_MIN1840,Eth-Trunk8||GE0/3/1(10G),3230,3550,3563,400,-,-,10.175.0.9,10.175.0.5,10.160.152.0/22,10.196.230.0/24,DAVCLS-FMAGG-002-MIN2031,100GE1/1/2.3563,DVO_DVO_CGN_002_IPOE,ET-11/0/2,HSI-90003563,100.100.0.0/20,ALWANA-FMAGG-002-MIN1092,VE1/0/0.3550,SIP-90003550
MIN,CDO_012_GPONA_02,PUNTOD2_TDCAN_T980C_01_MIN1840,Eth-Trunk9||GE0/3/2(10G),1220,2051,2050,400,-,-,10.175.0.9,10.175.0.5,10.137.32.0/21,10.109.126.0/23,ALWANA-FMAGG-001-MIN1092,100GE1/1/16.2050,CDO_CDO_BNG_002,ET-5/1/0,HSI-90002050,10.56.224.0/19,ALWANA-FMAGG-001-MIN1092,VE1/0/0.2051,SIP-90002051
MIN,CDO_013_GPONA_01,LCGCDO-MIN355-TRS_DC_MAN-R1R1_L73LTE-01,Eth-Trunk7||GE0/2/0|GE0/2/1,3230,3543,3564,400,-,-,10.175.0.5,10.175.0.9,10.45.168.0/22,10.190.234.0/24,-,-,-,-,-,100.100.128.0/21,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3543,SIP-90003543
MIN,CDO_014_GPONA_01,REYNAXAVCDO_TDCAN_T980C_01_MIN1606,Eth-Trunk8||GE0/3/1(10G),3230,3543,3564,400,-,-,10.175.0.3,10.175.0.9,10.110.4.0/22,10.191.1.0/24,-,-,-,-,-,100.100.128.0/21,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3543,SIP-90003543
MIN,CDO_016_GPONA_01,CDONDC_TDCAN_T910D_01_MIN1807,Eth-Trunk8||GE0/2/5(10G),3595,3729,3564,400,-,-,10.175.0.9,10.175.0.5,10.56.64.0/22,10.74.16.0/24,-,-,-,-,-,100.100.254.0/23,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3729,SIP-90003729
MIN,CDO_016_GPONA_02,CDONDC_TDCAN_T910D_01_MIN1807,Eth-Trunk7||GE0/2/4(10G),1220,2109,2112,400,-,-,10.175.0.9,10.175.0.5,10.138.104.0/21,10.109.210.0/23,ALWANA-FMAGG-001-MIN1092,100GE1/1/16.2112,CDO_CDO_BNG_002,ET-5/1/0,HSI-90002112,10.202.192.0/19,ALWANA-FMAGG-001-MIN1092,VE1/0/0.2109,SIP-90002109
MIN,CDO_017_GPONA_01,CAMPEVACDO_TDCAN_T950C_01_MIN1663,Eth-Trunk8||GE0/2/1(10G),3595,3520,688,400,-,-,10.175.0.7,-,100.103.140.0/22,100.122.35.0/24,ALWANA-FMAGG-002-MIN1092,100GE2/0/20.688,CDO_CDO_CGN_003_IPOE,ET-11/0/2,HSI-90000688,100.101.32.0/20,ALWANA-FMAGG-002-MIN1092,VE1/0/0.3520,SIP-90003520
MIN,CDO_020_GPONA_01,CUGMAN-MIN1092-TRS_DC_AGG-R0-01,Eth-Trunk51||GE7/1/10(10G),3595,3521,"30
3722",401,-,-,-,-,10.254.120.0/28,10.217.241.0/30,"BTN-FMAGG-001-MIN1347
ALWANA-FMAGG-001-MIN1092
ALWANA-FMAGG-002-MIN1092","100GE1/0/32.30
100GE1/1/16.30
100GE2/0/20.3722","BTN_BTN_CGN_002_IPOE
CDO_CDO_BNG_002
CDO_CDO_CGN_003_IPOE","ET-1/0/2
ET-5/1/0
ET-11/0/2","HSI-90000030
HSI-80000030
HSI-90003722",100.101.16.0/20,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3521,SIP-90003521
MIN,CDO_021_GPONA_01,INDAHAGCDO-MIN1665-TRS_DC_MAN-R1R1_L0-01,Eth-Trunk7||GE0/1/3(10G)|GE0/2/0(10G),3595,3520,688,400,-,-,10.175.0.5,10.175.0.8,10.58.96.0/19,10.74.152.0/21,ALWANA-FMAGG-002-MIN1092,100GE2/0/20.688,CDO_CDO_CGN_003_IPOE,ET-11/0/2,HSI-90000688,100.101.32.0/20,ALWANA-FMAGG-002-MIN1092,VE1/0/0.3520,SIP-90003520
MIN,CDO_022_GPONA_01,LAPASA-MIN836-TRS_DC_AG-R1-01,Eth-Trunk7||GE3/0/0(10G),3595,3520,688,400,-,-,-,-,10.56.72.0/22,10.74.18.0/24,ALWANA-FMAGG-002-MIN1092,100GE2/0/20.688,CDO_CDO_CGN_003_IPOE,ET-11/0/2,HSI-90000688,100.101.32.0/20,ALWANA-FMAGG-002-MIN1092,VE1/0/0.3520,SIP-90003520
MIN,CDO_024_GPONA_01,LUMBIA_TDCAN_T980C_01_MIN839,GigabitEthernet0/3/1,733,3263,3752,400,-,-,10.175.0.7,10.175.0.9,100.103.144.0/22,100.122.36.0/24,ALWANA-FMAGG-002-MIN1092,100GE1/1/17.3752,CDO_CDO_BNG_002,ET-10/3/0,HSI-90003752,100.67.64.0/20,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3263,SIP-90003263
MIN,CDO_026_GPONA_01,LUMCDO_TDCAN_T980C_01_MIN367,Eth-Trunk7||GE0/3/3(10G)|GE0/4/0(10G),3595,3519,3723,400,-,-,10.175.0.7,10.175.0.9,100.103.192.0/19,100.122.48.0/21,ALWANA-FMAGG-002-MIN1092,100GE1/1/17.3723,CDO_CDO_BNG_002,ET-10/3/0,HSI-90003723,100.101.48.0/20,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3519,SIP-90003519
MIN,CDO_027_GPONA_01,MANDUM-MIN359-TRS_DC_MAN-R1R1_L71LTE-01,Eth-Trunk8||GE0/1/2(10G),3595,3522,3713,400,-,-,10.175.0.8,10.175.0.7,10.58.128.0/19,10.74.160.0/21,ALWANA-FMAGG-002-MIN1092,100GE2/0/20.3713,CDO_CDO_CGN_003_IPOE,ET-11/0/2,HSI-90003713,100.101.0.0/20,ALWANA-FMAGG-002-MIN1092,VE1/0/0.3522,SIP-90003522
MIN,CDO_029_GPONA_01,PATAG2-MIN1378-TRS_DC_AG-R1-01,Eth-Trunk7||GE3/0/10(10G)|GE3/0/11(10G),3595,3520,688,400,-,-,-,-,100.103.224.0/19,100.122.56.0/21,ALWANA-FMAGG-002-MIN1092,100GE2/0/20.688,CDO_CDO_CGN_003_IPOE,ET-11/0/2,HSI-90000688,100.101.32.0/20,ALWANA-FMAGG-002-MIN1092,VE1/0/0.3520,SIP-90003520
MIN,CDO_030_GPONA_01,AGUSANCDO_TDCAN_T980C_01_MIN1667,Eth-Trunk7||GE0/4/1(10G),3595,3522,3713,400,-,-,10.175.0.3,10.175.0.17,10.56.76.0/22,10.74.19.0/24,ALWANA-FMAGG-002-MIN1092,100GE2/0/20.3713,CDO_CDO_CGN_003_IPOE,ET-11/0/2,HSI-90003713,100.101.0.0/20,ALWANA-FMAGG-002-MIN1092,VE1/0/0.3522,SIP-90003522
MIN,CDO_030_GPONA_02,AGUSANCDO_TDCAN_T980C_01_MIN1667,Eth-Trunk8||GE0/3/1(10G),1220,2051,2050,400,-,-,10.175.0.3,10.175.0.17,10.128.144.0/21,10.109.20.0/23,ALWANA-FMAGG-001-MIN1092,100GE1/1/16.2050,CDO_CDO_BNG_002,ET-5/1/0,HSI-90002050,10.56.224.0/19,ALWANA-FMAGG-001-MIN1092,VE1/0/0.2051,SIP-90002051
MIN,CDO_031_GPONA_01,BUGO_TDCAN_T980C_01_MIN809,Eth-Trunk7||GE0/3/1(10G),3595,3522,3713,400,-,-,10.175.0.4,10.175.0.42,10.56.80.0/22,10.74.20.0/24,ALWANA-FMAGG-002-MIN1092,100GE2/0/20.3713,CDO_CDO_CGN_003_IPOE,ET-11/0/2,HSI-90003713,100.101.0.0/20,ALWANA-FMAGG-002-MIN1092,VE1/0/0.3522,SIP-90003522
MIN,CDO_031_GPONA_02,BUGO_TDCAN_T980C_01_MIN809,Eth-Trunk8||GE0/4/1(10G),733,3263,3752,400,-,-,10.175.0.4,10.175.0.42,10.57.200.0/22,10.74.114.0/24,ALWANA-FMAGG-002-MIN1092,100GE1/1/17.3752,CDO_CDO_BNG_002,ET-10/3/0,HSI-90003752,100.67.64.0/20,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3263,SIP-90003263
MIN,CDO_031_GPONA_03,BUGO_TDCAN_T980C_01_MIN809,Eth-Trunk9||GE0/3/2(10G),1220,2077,2076,400,-,-,10.175.0.4,10.175.0.42,10.95.160.0/21,10.100.168.0/23,ALWANA-FMAGG-002-MIN1092,100GE1/1/17.2076,CDO_CDO_BNG_002,ET-10/3/0,HSI-90002076,10.57.160.0/19,ALWANA-FMAGG-001-MIN1092,VE1/0/0.2077,SIP-90002077
MIN,CDO_032_GPONA_01,UCARME_TDCAN_T980C_01_MIN865,Eth-Trunk7||GE0/4/1(10G),733,3519,3723,400,-,-,10.175.0.9,10.175.0.7,100.103.148.0/22,100.122.37.0/24,ALWANA-FMAGG-002-MIN1092,100GE1/1/17.3723,CDO_CDO_BNG_002,ET-10/3/0,HSI-90003723,100.101.48.0/20,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3519,SIP-90003519
MIN,CDO_032_GPONA_02,UCARME_TDCAN_T980C_01_MIN865,Eth-Trunk8||GE0/4/2(10G),1220,2051,2050,400,-,-,10.175.0.9,10.175.0.7,10.95.224.0/19,10.108.128.0/21,ALWANA-FMAGG-001-MIN1092,100GE1/1/16.2050,CDO_CDO_BNG_002,ET-5/1/0,HSI-90002050,10.56.224.0/19,ALWANA-FMAGG-001-MIN1092,VE1/0/0.2051,SIP-90002051
MIN,CDO_033_GPONA_01,COGONIPCDO_TDCAN_T950C_01_MIN1605,Eth-Trunk7||GE0/2/1(10G),733,3263,3752,400,-,-,10.175.0.7,10.175.0.2,100.103.152.0/22,100.122.38.0/24,ALWANA-FMAGG-002-MIN1092,100GE1/1/17.3752,CDO_CDO_BNG_002,ET-10/3/0,HSI-90003752,100.67.64.0/20,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3263,SIP-90003263
MIN,CDO_034_GPONA_01,GALAXYRDCDO_TDCAN_T980C_01_MIN1664,Eth-Trunk7||GE0/3/1(10G),1220,3263,3752,400,-,-,10.175.0.3,10.175.0.5,10.221.152.0/21,10.223.102.0/23,ALWANA-FMAGG-002-MIN1092,100GE1/1/17.3752,CDO_CDO_BNG_002,ET-10/3/0,HSI-90003752,100.67.64.0/20,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3263,SIP-90003263
MIN,CDO_035_GPONA_01,CAMAMA_TDCAN_T980C_01_MIN1198,Eth-Trunk7||GE0/3/1(10G)|GE0/4/1(10G),1220,3297,3296,400,-,-,10.175.0.8,10.175.0.3,10.9.0.0/19,10.7.0.0/21,ALWANA-FMAGG-001-MIN1092,100GE1/1/16.3296,CDO_CDO_BNG_002,ET-5/1/0,HSI-90003296,10.56.136.0/21,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3297,SIP-90003297
MIN,CDO_036_GPONA_01,ZONE4TABLON_TDCAN_T980C_01_MIN1974,Eth-Trunk7||GE0/3/2(10G),1220,2051,2050,400,-,-,10.175.0.3,10.175.0.17,10.128.160.0/21,10.109.24.0/23,ALWANA-FMAGG-001-MIN1092,100GE1/1/16.2050,CDO_CDO_BNG_002,ET-5/1/0,HSI-90002050,10.56.224.0/19,ALWANA-FMAGG-001-MIN1092,VE1/0/0.2051,SIP-90002051
MIN,CDO_037_GPONA_01,BULUAOWO_TDCAN_T980C_01_MIN1472,Eth-Trunk7||GE0/3/2(10G),1220,2109,2112,400,-,-,10.175.0.7,10.175.0.2,10.98.16.0/21,10.101.52.0/23,ALWANA-FMAGG-001-MIN1092,100GE1/1/16.2112,CDO_CDO_BNG_002,ET-5/1/0,HSI-90002112,10.202.192.0/19,ALWANA-FMAGG-001-MIN1092,VE1/0/0.2109,SIP-90002109
MIN,CDO_102_GPONA_01,CDO-102-MIN1003-ATN910C-01,Eth-Trunk6||GE0/2/1(10G)|GE0/2/3(10G),3230,3550,3563,400,-,-,10.81.25.4,-,100.104.64.0/22,100.124.16.0/24,DAVCLS-FMAGG-002-MIN2031,100GE1/1/2.3563,DVO_DVO_CGN_002_IPOE,ET-11/0/2,HSI-90003563,100.100.0.0/20,ALWANA-FMAGG-002-MIN1092,VE1/0/0.3550,SIP-90003550
MIN,CDO_102_VDA_02,CDO-102-MIN1003-ATN910C-01,GigabitEthernet0/2/13,1594,,1595,400,1596,1597,10.81.25.4,-,10.148.140.0/24,10.191.163.0/26,-,-,-,-,-,-,-,-,-
MIN,CDO_103_GPONA_01,CDO-103-MIN1004-ATN910C-01,Eth-Trunk3||GE0/2/4(10G)|GE0/2/5(10G),3230,3550,3563,400,-,-,10.81.25.4,-,100.104.68.0/22,100.124.17.0/24,DAVCLS-FMAGG-002-MIN2031,100GE1/1/2.3563,DVO_DVO_CGN_002_IPOE,ET-11/0/2,HSI-90003563,100.100.0.0/20,ALWANA-FMAGG-002-MIN1092,VE1/0/0.3550,SIP-90003550
MIN,CDO_103_VDA_01,CDO-103-MIN1004-ATN910C-01,GigabitEthernet0/2/12,1594,,1595,400,1596,1597,10.81.25.4,-,10.148.137.0/24,10.191.162.64/26,-,-,-,-,-,-,-,-,-
MIN,CDO_604_HYB_01,CDO-604_TDCAN_T910C_01_MIN995,Eth-Trunk4||GE0/2/4(10G),1076,"472
3550",1079,400,-,-,10.175.0.8,10.175.0.9,10.199.184.0/21,10.202.70.0/23,ALWANA-FMAGG-001-MIN1092,100GE1/1/16.1079,CDO_CDO_BNG_002,ET-5/1/0,HSI-1079,"100.126.100.0/22
100.100.0.0/20","ALWANA-FMAGG-002-MIN1092
ALWANA-FMAGG-002-MIN1092","VE1/0/0.472
VE1/0/0.3550","SIP-472
SIP-90003550"
MIN,CDO_605_GPONA_01,CDO-605_TDCAN_T910CG_01_MIN1006,Eth-Trunk5||GE0/2/5(10G),3595,3521,3722,400,-,-,10.175.0.9,10.175.0.8,10.56.84.0/22,10.74.21.0/24,ALWANA-FMAGG-002-MIN1092,100GE2/0/20.3722,CDO_CDO_CGN_003_IPOE,ET-11/0/2,HSI-90003722,100.101.16.0/20,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3521,SIP-90003521
MIN,CDO_608_GPONA_01,CDO-608_TDCAN_T910CG_01_MIN999,Eth-Trunk4||GE0/2/4(10G),3595,3519,3723,400,-,-,10.81.25.4,-,100.103.156.0/22,100.122.39.0/24,ALWANA-FMAGG-002-MIN1092,100GE1/1/17.3723,CDO_CDO_BNG_002,ET-10/3/0,HSI-90003723,100.101.48.0/20,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3519,SIP-90003519
MIN,CDO_609_GPONA_01,CDO-609_TDCAN_T910CG_01_MIN1740,Eth-Trunk4||GE0/2/5(10G),3595,3521,3722,400,-,-,10.81.25.4,10.81.25.4,100.103.160.0/22,100.122.40.0/24,ALWANA-FMAGG-002-MIN1092,100GE2/0/20.3722,CDO_CDO_CGN_003_IPOE,ET-11/0/2,HSI-90003722,100.101.16.0/20,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3521,SIP-90003521
MIN,CDO_609_GPONA_02,CDO-609_TDCAN_T910CG_01_MIN1740,Eth-Trunk7||GE0/2/3(10G),1220,2077,2076,400,-,-,10.81.25.4,-,10.138.200.0/21,10.109.240.0/23,ALWANA-FMAGG-002-MIN1092,100GE1/1/17.2076,CDO_CDO_BNG_002,ET-10/3/0,HSI-90002076,10.57.160.0/19,ALWANA-FMAGG-001-MIN1092,VE1/0/0.2077,SIP-90002077
MIN,CDO_611_HYB_01,CDO-611_TDCAN_T910C_01_MIN1007,Eth-Trunk3||GE0/2/4(10G)|GE0/2/5(10G),1086,"631
3550",1087,400,598,599,10.175.0.7,10.175.0.9,10.44.124.0/22,10.190.159.0/24,ALWANA-FMAGG-001-MIN1092,100GE1/1/16.1087,CDO_CDO_BNG_002,ET-5/1/0,HSI-1087,"100.118.252.0/23
100.100.0.0/20","ALWANA-FMAGG-001-MIN1092
ALWANA-FMAGG-002-MIN1092","VE1/0/0.631
VE1/0/0.3550","SIP-631
SIP-90003550"
MIN,CDO_701_HYB_01,CDO-701_TDCAN_T910C_01_MIN1154,Eth-Trunk3||GE0/2/4(10G)|GE0/2/5(10G),3078,471,524,400,1059,1058,10.81.25.4,-,10.44.52.0/22,10.190.141.0/24,ALWANA-FMAGG-001-MIN1092,100GE1/1/16.524,CDO_CDO_BNG_002,ET-5/1/0,HSI-524,100.126.28.0/22,ALWANA-FMAGG-001-MIN1092,VE1/0/0.471,SIP-471
MIN,CDO_707_HYB_01,CDO-707_TDCAN_T910C_01_MIN1338,Eth-Trunk3||GE0/2/1(10G)|GE0/2/3(10G),3078,"473
3550",524,400,-,-,10.81.25.4,-,10.44.44.0/22,10.190.139.0/24,ALWANA-FMAGG-001-MIN1092,100GE1/1/16.524,CDO_CDO_BNG_002,ET-5/1/0,HSI-524,"100.126.104.0/22
100.100.0.0/20","ALWANA-FMAGG-001-MIN1092
ALWANA-FMAGG-002-MIN1092","VE1/0/0.473
VE1/0/0.3550","SIP-473
SIP-90003550"
MIN,CDO_708_HYB_01,CDO_708_TDCAN_T910C_01_MIN1513,Eth-Trunk3||GE0/2/4(10G)|GE0/2/5(10G),611,681,524,-,1059,1058,10.81.25.4,-,-,-,ALWANA-FMAGG-001-MIN1092,100GE1/1/16.524,CDO_CDO_BNG_002,ET-5/1/0,HSI-524,100.102.188.0/23,ALWANA-FMAGG-001-MIN1092,VE1/0/0.681,SIP-90000681
MIN,CDO_710_GPONA_01,CORRALESCDO-MIN1967-TRS_DC_MAN-R1R1_L73LTE-01,Eth-Trunk7||GE0/2/2(10G)|GE0/2/3(10G),1220,2217,2218,400,-,-,10.175.0.9,10.175.0.5,10.197.0.0/19,10.218.216.0/21,ALWANA-FMAGG-001-MIN1092,100GE1/1/16.2218,CDO_CDO_BNG_002,ET-5/1/0,HSI-90002218,10.202.224.0/19,ALWANA-FMAGG-001-MIN1092,VE1/0/0.2217,SIP-90002217
MIN,CDO_710_HYB_01,CDO_710_TDCAN_T910D_01_MIN2633,GigabitEthernet0/2/4,663,660,,400,-,-,10.81.25.4,10.81.25.8,-,-,-,-,-,-,-,100.116.24.0/21,ALWANA-FMAGG-002-MIN1092,VE1/0/0.660,SIP-660
MIN,CDO_711_HYB_01,CDO_711_TDCAN_910D_01_MIN2658,GigabitEthernet0/2/4,663,660,659,-,-,-,10.81.25.8,10.81.25.4,-,-,-,-,-,-,-,100.116.24.0/21,ALWANA-FMAGG-002-MIN1092,VE1/0/0.660,SIP-660
MIN,CDO_713_HYB_01,PUNTOD2_TDCAN_T980C_01_MIN1840,Eth-Trunk3||GE0/1/3|GE0/1/4,3073,3071,651,-,-,-,10.175.0.9,10.175.0.5,-,-,-,-,-,-,-,100.102.152.0/22,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3071,SIP-90003071
MIN,CDO_902_GPONA_01,CDO_902-MIN1885-ATN910C-01,Eth-Trunk3||GE0/2/1(10G),3230,3550,3563,400,-,-,10.175.0.9,10.175.0.7,100.103.164.0/22,100.122.41.0/24,DAVCLS-FMAGG-002-MIN2031,100GE1/1/2.3563,DVO_DVO_CGN_002_IPOE,ET-11/0/2,HSI-90003563,100.100.0.0/20,ALWANA-FMAGG-002-MIN1092,VE1/0/0.3550,SIP-90003550
MIN,CDO_902_GPONA_02,CDO_902-MIN1885-ATN910C-01,Eth-Trunk6||GE0/2/4(10G),733,3263,3752,400,-,-,10.175.0.9,10.175.0.7,10.57.204.0/22,10.74.115.0/24,ALWANA-FMAGG-002-MIN1092,100GE1/1/17.3752,CDO_CDO_BNG_002,ET-10/3/0,HSI-90003752,100.67.64.0/20,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3263,SIP-90003263
MIN,CLE_001_GPONA_01,CLAVR_TDCAN_T950D_01_MIN476,Eth-Trunk7||GE0/3/1(10G),1220,3783,3782,400,-,-,10.175.0.40,10.175.0.42,10.152.208.0/21,10.191.244.0/23,BTN-FMAGG-001-MIN1347,100GE1/0/31.3782,BTN_BTN_CGN_001_IPOE,ET-1/0/2,HSI-90003782,100.79.96.0/21,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3783,SIP-90003783
MIN,CLR_001_GPONA_01,CLARIN_TDCAN_T950D_01_MIN719,Eth-Trunk1||GE0/3/1(10G),3596,3541,3577,400,-,-,10.175.0.49,10.175.0.47,10.56.88.0/22,10.74.22.0/24,ALWANA-FMAGG-002-MIN1092,100GE1/1/17.3577,CDO_CDO_BNG_002,ET-10/3/0,HSI-90003577,100.100.144.0/21,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3541,SIP-90003541
MIN,CLR_001_GPONA_02,CLARIN_TDCAN_T950D_01_MIN719,Eth-Trunk2||GE0/4/1(10G),3595,4019,3190,400,-,-,10.175.0.49,10.175.0.47,10.56.92.0/22,10.74.23.0/24,ALWANA-FMAGG-001-MIN1092,100GE1/1/16.3190,CDO_CDO_BNG_002,ET-5/1/0,HSI-90003190,100.67.144.0/20,ALWANA-FMAGG-001-MIN1092,VE1/0/0.4019,SIP-90004019
MIN,CMN_001_GPONA_01,CARMNC_TDCAN_T980C_01_MIN380,Eth-Trunk1||GE0/3/1(10G),4069,3064,3065,400,-,-,10.175.0.16,10.175.0.66,10.160.104.0/22,10.198.218.0/24,ALWANA-FMAGG-002-MIN1092,100GE2/0/21.3065,CDO_CDO_CGN_003_IPOE,ET-11/1/2,HSI-90003065,100.103.176.0/20,DAVCLS-FMAGG-002-MIN2031,VE1/0/0.3064,SIP-90003064
MIN,CMP_001_GPONA_01,COMPOS_TDCAN_T980C_01_MIN816,Eth-Trunk7||GE0/3/1(10G)|GE0/4/1(10G)|GE0/5/1(10G),4069,4077,4078,400,-,-,10.175.0.26,10.175.0.38,10.152.32.0/19,10.191.200.0/21,ALWANA-FMAGG-001-MIN1092,100GE2/0/20.4078,CDO_CDO_CGN_003_IPOE,ET-1/0/2,HSI-90004078,100.67.208.0/20,ALWANA-FMAGG-001-MIN1092,VE1/0/0.4077,SIP-90004077
